station_id,latitude,longitude
EGHE,49.914,-6.296
EGHC,50.103,-5.671
EGNR,53.175,-2.987
EGTC,52.072,-0.617
HLLB,32.097,20.27
HLKF,24.217,23.3
HLMS,32.324,15.062
HLTQ,31.875,23.905
HLGD,31.064,16.595
HLLS,26.994,14.464
HLGT,25.146,10.143
DRZF,13.373,12.625
EIDL,55.044,-8.341
EISG,54.28,-8.599
LIBH,40.424,16.887
LKVO,50.217,14.396
EGKA,50.836,-0.294
EGEC,55.437,-5.686
EGSC,52.205,0.175
EGBJ,51.892,-2.161
CYBB,68.536,-89.792
EGOW,53.582,-3.055
BIVM,63.424,-20.278
BIGR,66.548,-18.02
LFRU,48.601,-3.814
LFSD,47.269,5.09
LESU,42.337,1.406
LIQN,42.427,12.85
LIMA,45.086,7.603
LIMG,44.046,8.126
EIWF,52.187,-7.087
LPST,38.831,-9.34
LOAN,47.843,16.26
LOAV,47.965,16.259
KMBO,32.4385,-90.1014
ROKJ,26.3655,126.7148
GATB,16.73,-3.008
FTTC,13.847,20.844
FTTD,8.624,16.071
DNZA,11.13,7.686
GAGO,16.247,-0.006
EGEO,56.464,-5.4
LGSK,39.177,23.504
LPFL,39.455,-31.131
GMAZ,30.266,-5.854
EGPU,56.499,-6.872
SGCO,-23.438,-57.43
SBCB,-22.922,-42.074
SGPI,-26.881,-58.318
LPAR,38.887,-9.03
SAOC,-33.095,-64.273
SAZY,-40.075,-71.137
SAAG,-33.01,-58.613
CYDP,56.549,-61.684
HUJI,0.451,33.195
SBGW,-22.792,-45.205
SBCA,-25,-53.501
LTBT,38.809,27.834
SAZG,-35.696,-63.758
GQPA,20.507,-13.043
HKNW,-1.322,36.815
KLAM,35.8789,-106.2621
RJOF,34.034,131.546
SLET,-17.812,-63.172
LSME,47.092,8.305
SUAA,-34.788,-56.263
SVBC,10.107,-64.689
TVSA,13.156,-61.15
SUCA,-34.452,-57.768
SBPK,-31.717,-52.328
SBCP,-21.701,-41.305
SPHO,-13.155,-74.204
SPJR,-7.139,-78.489
SPJJ,-11.783,-75.473
SPNC,-9.879,-76.207
SLSA,-13.762,-65.435
SLSV,-16.401,-61.046
SLRB,-18.33,-59.763
SLCA,-20.006,-63.528
SLPO,-19.543,-65.724
SLRI,-11.007,-66.076
SLOR,-17.962,-67.077
CYMJ,50.33,-105.559
CYGT,69.37,-81.82
CYFT,55.082,-59.189
SLCO,-11.04,-68.782
SYEC,6.809,-58.104
RKTI,37.03,127.885
SBFS,-22.028,-41.069
SBJR,-22.988,-43.37
SBHT,-3.251,-52.252
GQNI,16.607,-7.282
TRPG,16.792,-62.194
SBPB,-2.894,-41.731
SVVA,10.154,-67.92
TDPD,15.547,-61.299
SBCJ,-6.118,-50.004
FZRF,-5.881,29.243
SFAL,-51.686,-57.778
TJIG,18.457,-66.094
KAPG,39.474,-76.166
SVBM,10.043,-69.358
MDCY,19.271,-69.733
SUSO,-31.438,-57.982
SBCR,-19.01,-57.667
SESM,-1.505,-78.063
SLTR,-14.819,-64.918
SBUY,-4.884,-65.354
SBTD,-24.686,-53.697
SCTB,-33.456,-70.547
SPHZ,-9.347,-77.598
SPHY,-13.713,-73.352
MZBZ,17.538,-88.309
SPTU,-12.603,-69.228
SCNT,-51.672,-72.528
SCFM,-53.254,-70.319
SBTT,-4.254,-69.939
SCRG,-34.174,-70.776
SKMD,6.221,-75.59
SKBS,6.203,-77.395
SKGP,2.57,-77.899
SECA,-3.995,-79.372
SLRQ,-14.429,-67.503
SLVM,-21.254,-63.407
SLJE,-17.832,-60.744
SLCP,-16.138,-62.028
SPPY,-6.207,-77.853
CYCX,45.839,-66.45
SBCC,-9.334,-54.965
SBIH,-4.242,-56.001
SBVH,-12.694,-60.098
SBST,-23.924,-46.305
SKGI,4.276,-74.797
CYXZ,47.974,-84.781
DNAK,7.247,5.301
DNBE,6.317,5.603
SBPP,-22.55,-55.703
SBTF,-3.383,-64.724
HCMF,11.277,49.141
TQPF,18.205,-63.055
SKBU,3.82,-76.992
TKPN,17.205,-62.591
MPBO,9.341,-82.245
MMCM,18.504,-88.326
MMPA,20.601,-97.459
KFDK,39.4177,-77.3696
KOMN,29.3009,-81.111
LGKC,36.274,23.017
MTPP,18.577,-72.305
MDAB,19.2,-69.433
MSSS,13.704,-89.123
MDBH,18.25,-71.126
SPYL,-4.577,-81.254
SPJL,-15.467,-70.158
MRPV,9.957,-84.141
KDLF,29.3666,-100.7847
SECO,-0.461,-76.988
MGTU,-99.99,-99.99
MGES,14.568,-89.326
MGZA,14.959,-89.538
MGCB,15.47,-90.406
MGQZ,14.862,-91.506
MGRT,14.523,-91.697
CYGX,56.359,-94.704
MWCB,19.688,-79.879
MRLM,9.961,-83.026
EGXZ,54.205,-1.39
SLMG,-13.262,-64.059
SLRY,-14.303,-67.353
SLPS,-18.981,-57.821
SLYA,-21.966,-63.654
SBCZ,-7.597,-72.774
CYOY,46.9,-71.503
CYLJ,54.126,-108.519
CYFO,54.678,-101.68
CYPG,49.903,-98.284
FYWE,-22.612,17.08
SENL,0.092,-76.869
SBBW,-15.861,-52.389
SBAT,-9.872,-56.106
SBGM,-10.787,-65.281
SBUA,-0.15,-66.987
SBCX,-29.195,-51.189
SBBQ,-21.267,-43.761
TLPC,14.021,-60.993
FPST,0.378,6.712
SAZT,-37.241,-59.23
MNBL,11.995,-83.768
MNCH,12.638,-87.136
MNJU,12.1,-85.367
MNJG,13.141,-86.019
MNRS,11.417,-85.833
MNPC,14.045,-83.388
GUNZ,7.816,-8.703
MHTR,15.926,-85.939
MHYR,15.127,-87.135
MHPL,15.262,-83.776
MHNO,14.433,-89.194
MHLE,14.291,-88.175
MHGS,14.573,-88.596
MHCH,13.318,-87.154
GULB,11.326,-12.287
CYXP,66.144,-65.712
TDCF,15.339,-61.392
KM08,35.2155,-89.0449
SYMB,8.2,-59.777
KMTC,42.6045,-82.8353
MMBT,15.775,-96.26
MMGA,-99.99,-99.99
MMPQ,17.534,-92.017
KMWA,37.7544,-89.0118
MMPG,28.63,-100.541
KQOA,-99.99,-99.99
SETU,0.809,-77.708
SBJE,-2.907,-40.358
MGMT,-99.99,-99.99
SPEO,-9.15,-78.526
SPJE,-5.593,-78.774
SPGM,-9.291,-76.005
SPJI,-7.169,-76.729
SPLO,-17.692,-71.343
SPMS,-5.895,-76.111
SEGZ,-3.423,-78.567
SETN,0.979,-79.627
SERB,-1.655,-78.656
SEMC,-2.299,-78.121
KNQI,27.507,-97.81
CYHA,61.048,-69.624
CYMU,56.538,-76.52
CYLA,59.302,-69.598
CYKG,61.591,-71.932
CYIK,62.417,-77.925
CYAS,60.026,-70.004
CYUT,66.525,-86.23
CYLC,62.85,-69.88
CYSP,48.759,-86.351
CYZG,62.181,-75.67
CYSK,56.538,-79.242
CYWA,45.948,-77.311
CYKO,60.818,-78.154
CYTQ,58.671,-69.948
CYLU,58.708,-65.989
SBAU,-21.141,-50.425
SEJD,-1.06,-77.58
SGGR,-24.032,-54.351
SGSP,-24.028,-57.023
SGPJ,-22.641,-55.83
SGSJ,-26.667,-57.133
SGME,-22.034,-60.622
CYCS,63.345,-90.727
MSAC,13.576,-89.833
KHUA,34.676,-86.6855
KNCA,34.7062,-77.4406
MMMV,26.956,-101.47
MMCT,20.641,-88.446
SEGS,-0.445,-90.269
MMPB,19.17,-98.371
MMPE,31.354,-113.519
SEST,-0.906,-89.619
CYDA,64.044,-139.127
CYGE,51.3,-116.984
CZFA,62.211,-133.385
CYCP,52.129,-119.29
CYCQ,55.689,-121.62
CYWJ,65.209,-123.434
CYSY,71.993,-125.241
CYGH,66.242,-128.644
CZEM,52.23,-78.52
CZFM,67.41,-134.871
CWSW,49.834,-114.881
SBNM,-28.282,-54.169
CYKQ,51.476,-78.752
KFSI,34.6457,-98.404
KORK,34.833,-92.2557
MSSM,13.45,-88.123
KETC,35.9363,-77.5416
KM04,35.5819,-89.5858
SCRD,-33.068,-71.557
SCIR,-33.666,-78.93
SCVD,-39.65,-73.086
SCGE,-37.403,-72.422
KLGC,33.0093,-85.0717
CYHI,70.761,-117.8
CYJF,60.236,-123.47
CYFR,61.178,-113.688
PATC,65.562,-167.924
SBPG,-25.184,-50.144
HKWJ,1.74,40.087
MHSR,14.783,-88.783
KUOX,34.3851,-89.5435
KTVK,40.6832,-92.8984
CYXQ,62.408,-140.866
CZFN,64.908,-125.563
CYZW,60.175,-132.734
CYED,53.676,-113.471
PADG,68.028,-162.911
KCFD,30.7171,-96.3347
DNKA,10.6,7.45
CYPC,69.355,-124.077
K1EM,47.454,-109.416
SYLT,3.373,-59.789
KHAE,39.7262,-91.4425
VIDD,28.583,77.211
AYMH,-5.831,144.3
KENL,38.5095,-89.09
SBML,-22.197,-49.926
RKSQ,37.667,125.686
VEBD,26.681,88.329
VEGK,26.74,83.451
VIAG,27.156,77.961
VICG,30.677,76.789
VIGR,26.293,78.228
VISR,33.987,74.774
RJTE,34.989,139.831
AYPY,-9.443,147.216
RJFC,30.3846,130.6601
NFNR,-12.483,177.071
RKTE,36.568,127.5
VIJU,32.689,74.837
RKSU,37.437,127.633
VILH,34.136,77.546
RJCA,43.794,142.365
VIDN,30.19,78.18
VIKO,25.163,75.849
PAKI,59.935,-164.033
LTBI,39.781,30.58
RJAI,35.692,139.729
RJCT,42.891,143.159
RJTK,35.398,139.91
RJSO,41.233,141.132
RJSH,40.552,141.467
FAEO,-26.496,29.98
LTFA,38.511,26.978
HKKT,0.973,34.959
KQVF,-99.99,-99.99
BIVO,65.72,-14.85
BITN,66.218,-15.336
DNCA,4.976,8.347
HKME,0.052,37.651
LICL,37.076,14.225
HKML,-3.229,40.102
HBBA,-3.324,29.319
FLSK,-12.998,28.665
SEAM,-1.212,-78.575
CWGZ,76.423,-82.902
CYXN,62.238,-92.597
KDPG,40.187,-112.934
HKEM,-0.573,37.497
CYKD,68.227,-135.013
MSSA,13.982,-89.549
OIMT,33.659,56.898
BIHU,65.952,-17.426
KOXB,38.3091,-75.1234
KOZS,37.9745,-92.6897
CWWU,47.516,-52.98
HDAM,11.547,43.16
SLJO,-13.05,-64.663
SBLE,-12.482,-41.277
MBGT,21.443,-71.146
RJFY,31.368,130.838
PADK,51.881,-176.644
NFKD,-19.058,178.157
RKTS,36.408,128.157
KJNX,35.5369,-78.3934
PAJZ,59.727,-157.267
RJOE,34.533,136.672
FAIR,-25.91,28.211
RJTC,35.711,139.403
BIGJ,65.994,-21.329
FOOB,2.078,11.491
SLAS,-15.93,-63.157
SLJV,-16.271,-62.471
LTAD,39.95,32.689
SMZO,5.811,-55.191
SMJP,5.453,-55.188
MUBY,20.396,-76.621
RJOP,34.005,134.626
MUMZ,20.285,-77.095
K2DP,35.672,-75.892
KFSO,44.9411,-73.0997
KOWX,41.0341,-83.9862
FYRU,-17.956,19.724
ZKPY,39.204,125.672
KDYR,35.9957,-89.4057
KU14,39.7381,-111.8726
CWEZ,48.783,-123.046
FXMM,-29.462,27.552
MGSJ,13.934,-90.832
SBTC,-15.355,-38.999
FAHS,-24.381,31.044
RKTF,36.372,127.372
ZSJN,36.856,117.206
AYNZ,-6.568,146.727
RKSP,37.962,124.67
RKTB,37.066,126.014
RKSF,37.533,126.967
RKSW,37.239,127.007
RKNF,37.75,128.667
KTFP,27.9132,-97.2132
KQYO,-99.99,-99.99
KOPN,32.954,-84.2595
RJTU,36.514,139.871
FYKM,-17.634,24.177
RKTW,36.2,126.55
RJSU,38.236,140.925
KCIU,46.2531,-84.4773
KHSP,37.9531,-79.8285
KBWP,46.2444,-96.6046
PAGN,57.502,-134.589
K1KN,48.55,-102.12
RKPM,33.294,126.163
RJDM,33.327,130.414
RJOZ,34.047,131.052
RJAK,36.035,140.193
LIEC,39.104,9.514
CTUX,44.098333,-79.163611
CWAG,49.916667,-55.666667
CWAS,49.487778,-123.299444
CWAY,76.233056,-119.333056
CWBJ,61.920556,-113.725556
CWBM,55.183056,-119.383056
CWCH,48.75,-91.616667
CWDI,48.966667,-56.066667
CWDT,49.833056,-71.166667
CWDU,51.066667,-114.216667
CWEA,50.166667,-96.049722
CWEC,48.366667,-89.116667
CWEI,49.281111,-100.986389
CWEO,51.867222,-63.283056
CWFE,53.666667,-112.866667
CWFG,50.819167,-128.906111
CWFP,56.55,-61.7
CWFW,49.25,-68.133056
CWFZ,62.711389,-109.168056
CWGN,49.016667,-97.549722
CWGP,50.299722,-122.733056
CWGX,56.366667,-94.7
CWHC,49.295278,-123.121667
CWIC,78.793889,-102.471389
CWLF,52.196111,-87.935556
CWLG,67.179167,-130.228056
CWLV,53.916667,-106.066667
CWMI,48,-64.483056
CWMX,57.040278,-111.560278
CWNR,50.933056,-115.183056
CWOI,69.164167,-140.15
CWOK,51.116667,-106.566667
CWON,64.05,-139.15
CWPA,53.783056,-118.433056
CWPC,42.866667,-79.25
CWPL,51.446389,-90.214167
CWPS,42.533056,-80.033056
CWPU,52.108611,-124.152778
CWQC,49.316389,-124.926667
CWQF,61.95,-127.2
CWQL,49.684444,-112.7675
CWQM,48.374167,-70.535278
CWQQ,52.448889,-113.756667
CWQW,50.162778,-60.061389
CWQY,63.583056,-105.15
CWRD,56.549722,-115.266667
CWRV,53.033056,-112.816667
CWSQ,74.133056,-119.983056
CWSV,52.1,-119.3
CWSZ,51.083333,-97.554444
CWTD,65.099167,-102.429444
CWTE,60.428889,-121.258333
CWTQ,45.467778,-73.741667
CWUM,62.2075,-133.375556
CWUT,50.45,-100.599722
CWUY,48.245556,-79.034167
CWVC,50.259722,-107.736389
CWWC,58.216667,-103.666667
CWWO,53.383056,-118.333056
CWWP,50.655,-99.941667
CWXP,66.133056,-65.7
CWYE,51.466667,-107.049722
CWYH,64.099722,-117.299722
CWYI,49.1,-53.566667
CWZT,51.1,-100.049722
CZOC,67.567778,-139.844722
CZPK,69.349722,-124.066667
CZUB,69.435278,-133.020556
CZWN,52.816667,-111.083333
EHQN,52.653889,4.261944
EHQS,52.319444,4.043056
EHQW,52.679722,3.804722
EHSG,51.7,3.056667
ETEK,49.65,7.3
KAGR,27.649722,-81.333056
KEOD,36.567778,-87.481389
KNEN,30.235833,-81.680556
KTNB,36.2,-81.65
KVNC,27.071667,-82.440278
LAKU,42.033056,20.416667
LGLR,39.645833,22.46
LGSY,38.963056,24.490278
LGTG,38.335278,23.562778
LOXT,48.323889,16.118056
PAHX,62.692222,-159.569167
SATR,-29.210278,-59.690833
SAVY,-42.759167,-65.102778
SLUY,-20.446389,-66.848333
SUCM,-33.966111,-59.325278
UTAE,37.822222,65.135278
UTAN,39.5,54.333056
UTFA,40.733056,72.316667
UTFF,40.383056,71.75
UTFN,41,71.583056
UTNN,42.48,59.63
UTNU,41.583333,60.645
UTSA,40.133056,65.349722
UTSB,39.775,64.483333
UTSK,38.75,65.716667
UTSS,39.633056,66.95
UTST,37.283056,67.316667
UTTT,41.333056,69.299722
VERW,24.503611,81.223056
QBR,33.9167,69.7
PRN,31.8457,-86.6107
1R8,30.8703,-87.8193
DYA,32.4638,-87.9541
PLR,33.5588,-86.2491
MDQ,34.86,-86.56
4A9,34.4737,-85.7214
ALX,32.9143,-85.9613
BFZ,34.2316,-86.2481
9A4,34.6594,-87.3488
4A6,34.6887,-86.0059
JFX,33.902,-87.3142
CQF,30.4605,-87.877
CMD,34.2687,-86.858
SCD,33.1718,-86.3055
1A9,32.4387,-86.5127
EDN,31.2982,-85.9048
ASN,33.5695,-86.0512
SEM,32.3439,-86.9878
8A1,34.3996,-86.2682
HEY,31.346,-85.6543
OZR,31.2758,-85.7134
LOR,31.3558,-85.7511
SXS,31.3612,-85.8549
HSV,34.6439,-86.7861
EET,33.1784,-86.7818
TOI,31.8604,-86.0121
DHN,31.32,-85.45
DCU,34.6525,-86.9453
GZH,31.4158,-87.0441
BHM,33.5655,-86.7449
BFM,30.6268,-88.0681
MGM,32.3006,-86.394
TCL,33.2119,-87.6161
MSL,34.7439,-87.5996
JKA,30.2905,-87.6718
MXF,32.3829,-86.3658
79J,31.3061,-86.3902
1M4,34.2803,-87.6004
MOB,30.6883,-88.2456
GAD,33.9727,-86.0891
AUO,32.6151,-85.434
EKY,33.3126,-86.9263
EUF,31.9513,-85.1289
0J4,31.0447,-86.3119
ANB,33.5904,-85.8479
FNBJ,-9.0468,13.5072
TAPB,17.6236,-61.7984
SAWB,-64.24,-56.63
SADJ,-34.56,-58.7895
SAOS,-32.3845,-65.1858
HII,34.5711,-114.3583
SOW,34.2655,-110.0057
SEZ,34.8486,-111.7884
BXK,33.4204,-112.6862
CMR,35.3054,-112.1947
PAN,34.2568,-111.3393
AVQ,32.4096,-111.2184
TYL,34.4577,-110.1118
P08,32.936,-111.4265
AZC,36.9599,-113.0139
JTC,34.1294,-109.3109
A39,32.9908,-111.9185
MZJ,32.51,-111.3279
P52,34.7301,-112.0351
E77,32.6341,-110.6467
P33,32.2454,-109.8946
RYN,32.1422,-111.1746
GYR,33.4224,-112.3736
GEU,33.5269,-112.2951
CHD,33.27,-111.81
IGM,35.2577,-113.933
PHX,33.4343,-112.0116
SAD,32.8547,-109.6353
RQE,35.6575,-109.0614
IWA,33.3078,-111.6555
DVT,33.6883,-112.0826
PGA,36.9261,-111.4484
TUS,32.1203,-110.938
PRC,34.65,-112.42
SDL,33.6229,-111.9105
GCN,35.9461,-112.1547
OLS,31.4208,-110.8458
SJN,34.52,-109.38
IFP,35.1574,-114.5595
DMA,32.166,-110.883
FHU,31.5883,-110.3442
LUF,33.535,-112.383
GXF,32.8875,-112.7199
LGF,32.86,-114.3967
INW,35.0219,-110.7225
CGZ,32.9549,-111.7668
ALK,31.6072,-110.4281
FLG,35.1403,-111.6722
NYL,32.6566,-114.606
NOZ,32.5095,-114.4673
CXW,35.0199,-92.5551
CDH,33.6228,-92.7634
MEZ,34.5454,-94.2026
CCA,35.5978,-92.4516
4M9,36.4042,-90.6479
SUZ,34.5904,-92.4794
ORK,34.8331,-92.2541
AGO,33.228,-93.217
4M3,34.8082,-91.7121
DRP,35.1201,-90.8265
42A,36.0713,-91.8287
ASG,36.1764,-94.1193
AWM,35.1351,-90.2344
BPK,36.37,-92.47
JBR,35.8357,-90.6442
DEQ,34.047,-94.3994
FSM,35.3366,-94.3674
HRO,36.2615,-93.1547
ELD,33.221,-92.8133
LIT,34.7273,-92.2357
PBF,34.175,-91.9347
TXK,33.4537,-93.991
MWT,34.5467,-93.5781
LLQ,33.64,-91.75
RUE,35.2578,-93.0947
HOT,34.478,-93.0962
HKA,35.94,-89.83
LRF,34.9168,-92.1465
XNA,36.282,-94.307
FLP,36.2909,-92.5902
ARG,36.1247,-90.9251
SLG,36.1919,-94.49
M19,35.6377,-91.1764
VBT,36.3457,-94.2194
SRC,35.21,-91.74
SGT,34.5995,-91.575
BVX,35.7261,-91.6472
ADF,34.0998,-93.0661
ROG,36.3724,-94.107
FYV,36.0051,-94.1701
UBLC,39.2,45.5
NUC,33.0228,-118.5885
NUQ,37.4059,-122.049
O86,40.9828,-122.6937
JAQ,38.3742,-120.7943
AUN,38.9548,-121.0817
TSP,35.135,-118.4392
IZA,34.6068,-120.0756
MMH,37.6241,-118.8388
PVF,38.7242,-120.7533
LHM,38.9092,-121.3513
HAF,37.5136,-122.4996
L35,34.2638,-116.856
DVO,38.1436,-122.5561
SVE,40.3757,-120.5727
CVH,36.8933,-121.4103
F70,33.5742,-117.1285
L18,33.3542,-117.2509
O32,36.671,-119.451
L08,33.259,-116.321
DLO,35.7456,-119.2365
HMT,33.734,-117.022
O26,36.5886,-118.0493
O61,38.684,-120.987
E16,37.0816,-121.5968
O54,40.7473,-122.9223
O69,38.2578,-122.6053
MCC,38.667,-121.4006
FCH,36.7321,-119.8203
MHR,38.5553,-121.2973
VCV,34.5975,-117.383
O22,38.0304,-120.4146
GOO,39.224,-121.0031
FOT,40.5539,-124.1327
C83,37.8276,-121.6244
DWA,38.5794,-121.8569
OAR,36.6815,-121.7617
O05,40.2824,-121.2412
LLR,39.2621,-123.7538
MWS,34.2333,-118.0667
CPU,38.1461,-120.6482
BAB,39.1361,-121.4366
VBG,34.7297,-120.5768
CMA,34.2137,-119.0944
EMT,34.086,-118.035
POC,34.0917,-117.7818
TRK,39.32,-120.1396
RHV,37.33,-121.82
PAO,37.4611,-122.1151
SEE,32.8262,-116.9724
TOA,33.8034,-118.3396
SQL,37.5119,-122.2483
DAG,34.8536,-116.7858
LPC,34.6656,-120.4675
SDB,34.7434,-118.7253
VNY,34.2097,-118.4892
SMX,34.9,-120.45
AVX,33.405,-118.4158
OXR,34.2008,-119.2072
SAN,32.7339,-117.1845
SMO,34.021,-118.4471
BAN,38.3636,-119.52
BLU,39.275,-120.7097
NFG,33.3011,-117.3551
NZY,32.6922,-117.2098
TRM,33.6267,-116.1597
OKB,33.22,-117.35
BLH,33.6192,-114.7169
BUR,34.2007,-118.3587
CIC,39.7954,-121.8584
NSI,33.2398,-119.4582
MYV,39.102,-121.5688
SMF,38.6954,-121.5908
CRQ,33.13,-117.28
NRS,32.5631,-117.11
OVE,39.49,-121.62
TVL,38.8939,-119.9953
STS,38.5037,-122.811
LAX,33.9382,-118.3865
OAK,37.7213,-122.2207
PRB,35.6694,-120.6291
PSP,33.8297,-116.5067
SIY,41.7737,-122.4682
SDM,32.57,-116.98
SNA,33.6757,-117.8682
FAT,36.78,-119.7194
CCR,37.9916,-122.0526
MAE,36.9849,-120.1107
LGB,33.8118,-118.1472
MCE,37.286,-120.5179
MOD,37.6258,-120.9544
MYF,32.8157,-117.1396
SBA,34.4261,-119.8436
SNS,36.6635,-121.6093
IPL,32.8342,-115.5787
RAL,33.9519,-117.4451
FUL,33.87,-117.98
PMD,34.6294,-118.0845
HHR,33.9228,-118.3352
SAC,38.5069,-121.495
HJO,36.3114,-119.6232
ONT,34.056,-117.6012
LVK,37.6931,-121.8149
RNM,33.0392,-116.9153
VCB,38.3775,-121.9575
ACV,40.9781,-124.1086
WVI,36.9394,-121.79
RDD,40.509,-122.2934
SJC,37.3594,-121.9244
CNO,33.9753,-117.6361
NXP,34.2962,-116.1622
APC,38.2075,-122.2804
MRY,36.5904,-121.8488
HWD,37.6588,-122.1212
BFL,35.4344,-119.0542
RBL,40.1519,-122.2536
9L2,34.9908,-117.8631
BYS,35.2805,-116.63
NKX,32.8645,-117.1366
SCK,37.8942,-121.2383
SBD,34.0954,-117.2349
EDW,34.9054,-117.8837
NTD,34.12,-119.12
RIV,33.9,-117.25
SLI,33.79,-118.052
WHP,34.2593,-118.4134
AAT,41.4914,-120.5644
TQS,34.636,-120.6161
VGN,34.8495,-120.5996
SUU,38.2627,-121.9275
VIS,36.3187,-119.3929
NID,35.6855,-117.692
NJK,32.8292,-115.6717
AJO,33.8977,-117.6024
PTV,36.0273,-119.0629
BIH,37.3731,-118.3636
SBP,35.2381,-120.6441
UKI,39.1258,-123.2008
MHS,41.3149,-122.3171
WJF,34.7411,-118.2186
CEC,41.7837,-124.238
EED,34.7664,-114.6233
SFO,37.619,-122.3749
NLC,36.333,-119.9521
TCY,37.6889,-121.4416
EDU,38.5315,-121.7865
VDDS,10.915,103.224
ZBYC,35.1164,111.0314
5SM,39.426,-107.379
2V6,40.1046,-102.7128
C07,40.3544,-106.6992
AEJ,38.8142,-106.1207
7BM,38.7825,-106.2181
LMO,40.1637,-105.163
HEQ,40.5694,-102.2727
SBS,40.5162,-106.8663
0CO,39.7939,-105.7639
PSO,37.2863,-107.056
EIK,40.0102,-105.048
BDU,40.0394,-105.2258
4BM,39.05,-105.514
ANK,38.5383,-106.0486
33V,40.7503,-106.2715
TEX,37.9538,-107.9085
MNH,39.2231,-104.6422
MYP,38.484,-106.3168
VTP,37.5007,-105.1668
04V,38.1,-106.17
2V5,40.1003,-102.241
CPW,37.45,-106.8
FLY,38.9457,-104.5699
AJZ,38.7864,-108.0636
FMM,40.334,-103.8041
RCV,37.7138,-106.352
4V1,37.6941,-104.7881
GNB,40.0904,-105.9113
20V,40.0537,-106.3689
4V0,40.0956,-108.7593
C08,38.0133,-105.3743
8V7,37.4587,-102.618
C99,39.8689,-105.5533
ALS,37.4389,-105.8614
DEN,39.8328,-104.6575
ASE,39.2232,-106.8689
ITR,39.2425,-102.2854
CAG,40.4952,-107.5216
APA,39.57,-104.85
LAA,38.07,-102.6881
RIL,39.5263,-107.7269
DRO,37.1515,-107.7538
PUB,38.29,-104.4983
AKO,40.1756,-103.222
GJT,39.1342,-108.54
CEZ,37.303,-108.6281
EEO,40.0488,-107.8859
LXV,39.2281,-106.3161
MTJ,38.505,-107.8975
TAD,37.2594,-104.3407
COS,38.8058,-104.7008
LIC,39.2748,-103.6659
AFF,38.9697,-104.8128
FCS,38.6784,-104.7566
CWN,38.75,-104.85
SHM,38.8,-104.5167
1NW,40.6319,-103.8371
GXY,40.4374,-104.6332
HDN,40.48,-107.22
GUC,38.5339,-106.933
FNL,40.4518,-105.0113
EGE,39.6426,-106.9177
SPD,37.2833,-102.6139
BKF,39.7017,-104.7517
BJC,39.9088,-105.1172
CFO,39.7841,-104.5376
IJD,41.7419,-72.1836
SNC,41.3839,-72.5059
4B8,41.6893,-72.8646
BDL,41.9381,-72.6825
BDR,41.1583,-73.1289
MMK,41.51,-72.83
HFD,41.7367,-72.6494
DXR,41.37,-73.48
HVN,41.2638,-72.8868
GON,41.33,-72.05
OXC,41.4741,-73.1354
33N,39.2187,-75.6005
ILG,39.6728,-75.6008
GED,38.6892,-75.3589
DOV,39.1295,-75.466
2J5,32.8935,-81.9654
CCO,33.31,-84.77
JCA,34.1739,-83.5583
HMP,33.3899,-84.331
BGE,30.9716,-84.6369
DNN,34.72,-84.87
VDI,32.19,-82.37
IIY,33.7794,-82.8158
HQU,33.5297,-82.5164
JYL,32.6453,-81.5971
TMA,31.429,-83.4885
DQH,31.4767,-82.8606
DZJ,34.8544,-83.9973
TVI,30.9018,-83.8811
SSI,31.1522,-81.3908
BQK,31.2588,-81.4665
MLJ,33.1542,-83.2407
HOE,31.0559,-82.7741
CWV,32.1951,-81.8696
DBN,32.5644,-82.9853
SBO,32.6091,-82.3699
AYS,31.2491,-82.3955
MGR,31.0849,-83.8033
VPC,34.1232,-84.8487
JES,31.554,-81.8825
ACJ,32.1108,-84.1889
BIJ,31.3975,-84.8948
D73,33.7825,-83.6928
EZM,32.2164,-83.1287
6A1,32.5674,-84.2507
TOC,34.5928,-83.2964
FZG,31.6839,-83.2709
CVC,33.6323,-83.8474
BHC,31.7138,-82.3938
CXU,31.2132,-84.2352
18A,34.3404,-83.1308
49A,34.6301,-84.5271
AJR,34.4998,-83.5567
CZL,34.4554,-84.9392
EBA,34.0954,-82.8175
48A,32.3994,-83.2759
RVJ,32.0595,-82.1536
CPP,33.598,-83.1382
5A9,32.9385,-84.6964
16J,31.7433,-84.4193
CNI,34.3106,-84.4239
TBR,32.4827,-81.7369
PUJ,33.912,-84.9406
WDR,33.9829,-83.6674
CKF,31.9888,-83.7739
PXE,32.5106,-83.7673
PIM,32.8407,-84.8824
17J,31.007,-84.8776
MHP,32.3739,-82.081
RYY,34.0131,-84.5986
CSG,32.5161,-84.9422
AHN,33.9486,-83.3264
ATL,33.6301,-84.4418
GVL,34.2719,-83.8303
DNL,33.4668,-82.0385
FFC,33.3553,-84.5669
PDK,33.8756,-84.302
FTY,33.78,-84.52
ABY,31.5355,-84.1945
VLD,30.7825,-83.2767
RMG,34.3478,-85.1611
AMG,31.5361,-82.5066
MCN,32.6928,-83.6492
SAV,32.1314,-81.2023
AGS,33.3699,-81.9645
LHW,31.8891,-81.5623
VAD,30.9678,-83.193
LSF,32.3373,-84.9913
MGE,33.9153,-84.5163
WRB,32.6401,-83.5918
SVN,32.01,-81.146
LZU,33.9781,-83.9624
LGC,33.0089,-85.0726
CTJ,33.6317,-85.1523
GUXN,10.394,-9.3038
